ID|y
4b8154f55c934b1ebf595abf81897596|articleA
61263b91f8e34afeaad6722c0bed46c9|articleB
8382c096f7474c5889945f72ccf4a1be|articleA
93d8e412b88b4f1d91d5021133794ea4|articleA
99fe134d10824905a1ebed2c054b6aae|articleC
ee1b61eb58a84dc2bf1d466c38f321be|articleB
b8a6fff04d404233b60f76f2e278a112|articleA
445af6c9b464460b951aaf36bd943e57|None
a513232ef95f4b45ae612a46df514a09|None
8dae91dccaa74f8d95967aaa5071dc03|None
6ec8be6295ed48b9905cfc58d025210d|articleC
5b5c774614464112bae4a93c36692932|articleB
dfd39de214cb44bf91334b4901589798|None
431b70032b1a4af18166ddbf268c7dc3|articleA
8f25bbf68e4149178aa347270306a058|articleA
2c2ddd4e3e40478082ce4292a044bafa|articleC
c1de74d5a48140e490cdad8ca72a9fea|articleB
2d1a2ceae9ca4737a9142adac3181179|articleA
14ba4feb286e4a1099390a0989ee4cee|articleC
c4f324fd3a6c4c588a624e1da7c2e77f|articleA
354adcbd7a4d4b338b007d0063050648|articleA
c43f7373fffc4a38b5f55d34f21472d4|articleC
55b67645a84c4eab9b0367e8e977822c|None
cf25d1e9e49e4d908082df34f33d4c46|None
7c41dee8c3f64424baa4c70d8d68439a|None
b84f8ba8e4f841e9ab3e065ce6dc04a2|articleA
1565c89f432d4cc1b424fb3055656695|articleC
fb6f6620af2a449bb4447c324305be70|articleA
7b580787a1614e5180fcc5d6d2cb6078|articleC
2034f70d29684d78865724e507c19ee9|None
d42d32a129424479a0d1e5c9f6b96f5f|None
600748bebbf841bb9bf6bfbd5015a46a|None
e0ad3d46e95e41bd99d3353603748449|articleA
215c1728907e4e809eb12775e1575cfe|None
f5338178cca541bdbe1371ccf08e4fda|articleA
7c8fcde315d24022b66a710527a8889c|articleC
2183ce84f7b54821ad87c74dc2729c22|articleA
bc5a1232f2674630abfdc04e5d17c3c3|None
0b17505a10de4b9da0efac02349aae2a|None
3167a1784cae4cfd943d30a2ba9c3d02|None
92fd24b456754801ac8895b601bbdf1a|None
cc42e71aa1d145cda84c268664609706|articleC
53f81f8d9e894bd58baaf5ffb4cb913b|articleC
1b30a826ca2f40c38337595085aea9d3|articleA
0b81dd3c4e754af0a0555f86617e85e8|articleA
7a7fd449d6694850ba5b8c22657ae744|None
e18beeead6a041b7b71d2a609be07417|articleB
c351fbd6169940149059dd131bb6e276|articleB
b7cefe206087406b95f6024071e31a66|articleC
7652743c1bae458eae74248935db789b|articleA
f245c4061941482ea619a9acf0c228e1|articleA
abc5527312dc457da6abeafdd2af523a|articleC
b5e52afc1d77453d9b69a67457e0e23a|None
72084820a19f484ab7e820eb3b717a57|articleB
a97b0ab0b6ec48c78501e855a1393895|None
305ad31ed70a461ba1fe3b91b74c9c37|articleC
f5f4624c1e98437da83ae45bfed9b98f|articleB
ab5a78de042e48f5a0a1ce5cfa6ec4d8|articleC
dc299ca3b11e4de8998cc142cc34f8c9|None
effaf69e863a44c391244b41d221d807|None
e609c2707943452ca9387bd923986683|articleC
dddb8d5cd7ea44fa8c77969d665e3382|articleA
2681dcc1b15f4d588de1bd3ba5ebea12|None
b9087a4202674c2f96447ea13a29b1fb|None
a57e3dd3ac644c828719fa2487f903a4|articleC
4c301717700042aaba05ec0b065231c7|articleC
0f78da93c71f460fac045999128b7c18|articleB
1c0a1c68c49c415da26cfa7253664e0d|articleA
756828ef3ec34215910ba2f18e248e5f|articleC
952fc0f63d3f48dda05c2fb5e333971c|None
eedd13326a6d4f82a53cd11ca15b9195|articleC
7834221405ac42758a9781d1e64a6c75|None
a98da58e8d6a4dea92cdf18817daf517|None
eee52999fddb4a6d9c65c9d55890aeb1|articleA
62ecd83f90d94608a845d2cfa2b7d4a6|None
3cf9f1b113f54e27aa0fa4f2627de932|None
1943ba20fc6546ac9677264250b3af49|None
d2390301b2154b5d812330689c877c00|None
2c0be225846942359b6ec4fc732fff50|articleA
33583e34789d4dbc91236bcb8f93b029|None
607782eb345d4f65b2709b9461877a5b|None
e1c4694752394955b2e6a96a3e8b3ae1|None
514bbb9b72104e15a61bfb4e601221aa|articleA
423be108ee3f497f9f82fee1cabe04dc|articleA
5075f43e90fa4964b78fc918b2d696fd|None
f11d91ac5a2140999f5672442d935d49|articleC
a52d8b66a5a64d91ab96f15f9d20fb02|articleC
63d7f4373b3f4d9096093d197d9ee105|articleA
b8639773ad3f43d58b007806a378dfc9|articleC
a1b6319eaef04d13bb7939fede2a0f4e|None
2bec0276c99243bf809adc890837b1ec|articleB
37ac5456174c41ef8a605d949576b860|articleC
a2ff870b4f644e1c868a9c0f4283f6ca|None
b2e4103cb1ea427194a06806d4b47105|None
f7ea594bb9ae4f2ab24a731bc7e85ac2|articleC
31c8461739d7489984f629c5146f822f|articleA
8e23110272244afbbd05c1b197b7c68f|articleA
aadcddf9282d4c9aa9d4a300647134a8|articleA
fb34353132c2451ba6f2c32da35cff6d|articleA
7e4e0d5a85844560b4242cd4e3b4645a|articleC
73df1a0ea10e4485a7ee60a4724448ee|articleB
5e0bf28440ee47a1adf3405c2bafa504|articleB
c11bc0ed1fd04338b443272a7fa6a9b2|articleA
6cd921682f894700a018fa22c1241887|None
64c4166eb0674f9c9f44cfa89889e279|None
4b7aef2e2c4848b8841868631041ffc9|articleC
1fc9a5c6c3ae427e8a6993b01ace61b2|articleA
db76dc56ed2846139b5759406b5b41aa|articleA
692b314cc797434ebadba3da401d20a7|None
6247b16298d54167a46db6bbb55c2282|None
707e51e328e947d6900b2be675000bf0|None
b68755aa8e9347c89b9573cee6447223|None
65a47a8588764f8c9a0e794670f65f95|articleB
90f4b29eed1947f68a805af13ac2b1cd|articleB
15608ddc3dbf44bda3acd0fb310e4721|articleA
c3fa11381f0b41c5ac29ed236b837068|articleA
1f92fa7fcbe040b3b310813a5c6ff26a|None
5208fa6df3c94b049b06b15f7fc50a16|articleA
b1d5b8a581d5435b8c56c6c3cc9782cf|articleB
31ad2bc0d9ea47bab952260c3b01cd20|articleA
9fa7debd9dfe489c826438de1a6c193b|articleA
eb0c7cbe7eac40b1ba365de412fde983|articleB
ec7aa61dbfd6450ca42c8a68e5d1edea|articleC
adfd3819b11445ab8bab107387c9ef0d|articleC
0dc4fde8d14a4fd4bb3b7e49a740a947|articleA
1dfd7e10609c4aca9219ddb131cd5e0d|articleC
c2b4b9ac36d641778deb30117d493996|articleA
3b67003d37244353af82fcadb5dd6d8e|None
0ec246805d3848d280d99fe7a2f94a59|articleC
7e6b641e8d2c4f6d9e690ba38f44b04b|articleB
43794e9296814f13928478771889353b|None
e9f180a83c244129902c463759f167f9|None
4c9dfd27d1ec451da575d7fd04a08331|articleB
3d9b115ebb3549be8e3af89267e85e9d|None
7a7007645bb34442b02f2ec673f6bc8c|articleC
0e5f41064c3046e084e05dff9c448efe|articleB
f7abd50ea18b455686620ec7e42ccb42|articleA
1cce83d66b8e4ee5bb9271ab5ebfd973|None
8c4e7a92807a4b5b9a07f18f85429e55|articleB
3b94cc336270410f911eabceeef6d814|None
ede1118f77954fa4a27380bb5cfc465b|articleA
242f5d50171e48bd9cc25fc479b820cd|articleC
1651ebf40e124bcab0eb810a61ec3653|None
74ecac5c425d49949fb36ffebc9888ae|articleA
44d10487e2e746db9c08ed11cd8e62bb|articleB
1b8baa99f6ff48f580839f4988b519e9|None
5ed860889362428da959ef0879a775fe|articleC
175972fda88a45afb303f0536bffd1ee|None
e1b6c4b23f904db187f9bbcd824ca811|articleC
92525483201c4ba59d666f7e4883a7ed|None
bc69c33f3eb74d85ba8d09ed8610c865|None
7739e4a6e3ad4c528b8c47039bbb05ff|None
fde7a53cbb064c64afbad2124ee2749c|articleB
e097532290a042b383d3b715cd40fe0d|articleC
6cbe05d6ce35455784cd412b66653cac|None
eaba237c954e4e3c9f223a69ca83fd5e|None
4533d45171d94672ae7cf901abfb3ed8|articleB
ad86abc1b79c4178bc3d0bcc86f203ab|articleC
288741913251465887424137666e2be3|articleA
ed903de60c474e62b0e42c1855a0dfb3|None
e2c6bb4f82c6437e9fef25166b4ba337|None
a2cdb5cfe64b43b585bf80bf6d1aa59a|articleC
55007d090eb74069b34bcdca2a04c204|articleA
1a955ebe12c54bb39c068bb16519ee12|None
dfb08b490b804a3ead62fe2a61565503|articleC
c3a09f0055d6451f9c9455ff4d041f54|articleC
546255f0470d48b1a0d46ae79a2b7324|articleC
c0fa61df16754ff995cea022ddb1aeca|articleC
3b0a0ed1e7e443058667f043b3508592|None
e8d90f6eaee04289ba8884b4967d7a5c|None
05826c984ab642cd988ef0f9e19eec13|articleC
5b921c6e943e4fc38a1fd181b923791d|None
73bad88e88104307871c97b4b9274b36|articleA
6a4fbb4ffe1a47cc8cd506f64c9a6a12|None
ea6ac1b8fef5437386abfcf6167ba8a8|articleC
63386f3b4fb542cc9736a7b8c8386e4b|articleC
ae4419e85d4b49ee954c3b2cca323948|None
8ad081af38ee4aa182792e142a61e435|None
1107d37b6be7408ab5b77b0d76dc5274|None
67df96a7e2bb40f7ac5661996b6fb22b|articleB
7eb42b05a2c946fa81c6bf645b8bd6fd|articleA
2d5140bcfda14eb4bf069377495be351|None
ed1475b703d34408a5d2712e3ced61d1|None
d19de342ef1b4ac581306f9008de3add|None
be3018ebbe114c909c17314e49de5cca|articleB
e15ddbb5d3654e2abf90c7859bcf86f5|None
0f5e5f97725e4b2c8ad38ec9c632e673|articleA
3408627779364a8db16b61d2ee1146b1|None
9c935473ebbc47508a0da36863012835|articleB
db95f4c4cf654d9ebd4d609de766510b|None
84240542923a4c38baaafc584fc99b1f|articleA
24d5e82215944b218c583081a3b9cb1a|articleC
dc2e16694fc347498d4d96d96a8b70a4|None
1d9fac9d94204341b1f2d6c0207d5665|articleC
128698b3afb847de8a102f6b234c51fc|articleB
b668d268f454474d895be24626c74181|articleC
3f3310d6364d4f429a5cb6d1a9b23a8b|articleA
f32db0cc88a14974b9c8969163765859|articleA
e5b3dc41708547e7883541e07b611941|None
35fce0d7de0f47258750bd4125324f26|articleB
44189e2dd665453cb8eab5441f478605|articleC
0cf227e5e05f4f869bd2e8ab7cbdfe9b|None
3534eaccb66547b488024ea5dcaa2f31|articleA
6af25859ccf0420bb73434867cb326e2|None
9ff513eca7f44e4d87f0493e5545cc49|None
758b0adec2124c599b27634f629e1866|articleC
bde9d76aac6c4c2e85d1f1bf50582f63|None
45fef25edd6c4129b41c99f488b8f532|articleB
c599b74310204624813f45ef80979bbc|None
e90f87ce3a424014b78d5eabb5668a7b|None
ec0d83a5407c46918d60def3cf8954c4|articleA
c5dd751ffe2741b5b4261f51b40f9784|articleC
e6c6372f9cca46b59a131147c8b31d31|None
f380805f55fe4c6b96759875760852a5|None
d12556dac44e4a4d855f241e568e0c10|articleA
c8a196eb23334807bcff131e00632594|None
f8b368ccc1854d348def40e52400c737|articleA
7deee6aaa36444d5aa4af014052e236b|None
17b3ecfd6ff342a2a6743894b53d4df6|None
1bddd88d201e433893d0cb5eddcdf26e|None
25dff059558d47d5aa0ccf9463fdea5b|articleA
6c8011597e0047afa6c24ec90839d328|None
f088ce011e0d47d7953e996c49581f03|articleB
0ae55a8bce624800860e2de54ab89f01|articleB
7365af159d494088bcfcfaec8d2e6025|None
b44ba138726144659a51232085b61c44|articleC
86b1d50627694ee1b0e92e90ab3b6416|articleA
b148ebb048354b49b3204cdc9553b232|articleA
2dcfbc93096642158cdb8e4e425aded7|articleC
292d326aa0e741fe8c69a7aff6b3cb2f|articleC
e811fe15fdba4c3b86a9e9dad762607d|articleC
d986167dba5f46a29dbcd72e32b9dc55|articleA
0af3f84dca33475d9d4d18bb7adf9d9d|None
56f5704ec6b44ad4a1072251604c835a|None
ddac78058cea4adebcdccd728ec1f669|None
e2c7ac4c342d4d88a3cbf9aa6b3ad792|None
6209e58068b743be863084eaa8380b63|articleA
1a5619df3d084a7f812727df0b478b8a|None
026a85a7aa8f42518ca7ab5b74bd6e31|None
9df69a09a4624ca1a55f4f55675efc82|articleC
b51c5536208e4a35b752ceb225381e32|articleA
16805e18ae74404d890ca6ea9291499b|articleA
c9a0f8d6a70e4ba5a06d47cee14c34c7|None
8317b2966fcb4feb83fbd801de51873c|articleA
019b17432c6646db8e715ecf49ab2218|articleA
d1c17c0004af4a54972cc68ea463e816|articleC
fade420671a342688637cd3751ac6772|None
1a5b080eb54f423d94294b376fdc61aa|articleA
acc2af7a33e246f8a78bd1678d1342d0|articleC
29ba4926fb3542c7b819b9be4a96828d|articleA
bf30251158e546678cfb1d648c9831cf|None
4046175bdc984b35b549b4a324a20bf3|articleB
4f8d20c454fd40d0835d1aaad37c3d46|articleB
2e782a056fe44edd9fcd301a58c65e3f|articleB
911c375553de4162a3641ebee3f61978|articleA
b67e2ef8e7ad4ea5a95f3f4fc5a4e6a3|articleA
7b55ed1f80034ca4bcf3fdf72512623a|articleA
1a64d4582c7144e7a24f9ca216fbc95e|None
543a70ed058f4713990556ce53f6aa14|None
fffbf181d0a54b12bf3bf8de0b6491f1|None
e411fb16d59347b680ebf17423eb7e8f|None
873b6576fb894387bbf344064fd1b144|articleB
a8d6075687274cc8aa68a5311f674697|articleB
bd852076b77e4286b15ba5f8c249ce5c|None
7e42189c8acf409b9a8d87f0673aab93|articleA
5412b76ea4e942859c94d741662f04c1|articleB
bfc21a76c700407d880bc69ba8699bd6|articleA
4e47ce76638e415288c93ac7c5983abd|articleA
9ff0d92d804845f397ab08e60748a0d2|articleB
75ea1a2aa6e94152a862accbdb578240|articleC
be8963236edc40cf955bd8e5641bfb0f|articleC
65f5092b813e415195445f41d02e808f|None
dba5b23ad17d4226bb16a2fc01ef0094|None
3ebb65724af44a33815b94d9e7b8e7e1|None
73aa80bba8554be3b04b3ce13e233c3a|articleC
05ec912652ef466387f058662fae71ac|articleA
567719da923d45e984e27486d29224f7|articleB
75f83bfbe4854fc2ac8609dbaf237cac|None
7fdcd8e4f81f4484bc2c8398eb7e1d3e|articleA
7f8a42ea1ab14321a3d3dc005411470e|articleA
e51dd91a6a1843e1828c0aa95517670e|articleB
2c5159e2a7c64cd5a2e2ef331c245b4d|articleC
dfda93a4c41f4024992855daba7f1d80|articleA
018c52743de64193b707caa86ac23e55|articleB
129787cfe1a14544ae57bca4eb576791|None
f2ee5897ccc8481498d3184d2fb179e8|articleA
1042d323f1314acc9c0fdd7d248ed8c6|articleB
8f68971e69cf406c988a3887239a6151|articleA
944db4abbe4a45f5bd9d42a69e3d7845|None
422a87fc9bdd4270a0b59ee3d9794891|articleC
7a4fe5aafa6f4a3188ccae5ff685bd3d|articleC
030ecc8e7343444eaa4356a8dfe311cd|articleA
0580b22bdb554a7da81f35ce3f7138eb|articleA
6ac16755ad104fb38e36a5df2fa2713e|articleA
3c8d4097c1b848f390bc50c7623553b6|articleA
bb093f7fe73d405d94abd2c0e9050189|articleA
c64877d194734640b00339cd33e5a7a1|articleC
5d1e0d2d7c944769b0394ec55a652ce2|None
365add98bb3c4625a9c3723621bdbfe3|None
bb0e165661734b978c147826e7c7d891|None
c9825c455ad246dda446589edb78ef41|None
7226f5f55cc141a8af49829d633fca42|None
ce06639b2e894bdcb767c5c8e11d7306|None
70f8d4fcbb6b4d22850c5a921575c87f|articleC
ed62286807094553971166e1554f178a|articleB
1a2ec0fcc5c04ed085ee11dd7de5bc56|articleC
ab833d00cfa34dc09d99a757d7e596ee|None
e823aab3076541639ad4cad9ec8bd48a|articleB
1bed8fc150f5437089e6fad4453aa21b|None
b41722312ab5476e8a55f7f67231c093|None
2f4de484bfda495aa9ce358f4ad1265d|None
d395092dc6b747b594181c013fc07c8d|articleC
c378ed14f9124eb28110bce7acd30f64|articleB
50772e981ee44cdcb7dd5cc22ca004d6|articleC
51f84e395ff147d5b10e0e19d3d094e6|articleC
5b7917979c784f3396a2121ae0f1ab08|None
9a045786659f4816a4ac4a3a85a93467|None
51248ba42988431ca34704294901728f|articleB
23ac12135fa94b2ab70edfec9c8fc6e0|articleB
594fc88e480b4caeaa4486abb08ac17c|None
9ebdea1c0c904882820a21493a440a64|articleB
bf185f23a4af44d2a94c490c8c52a413|articleA
3778f09cf654473784aa39b6fac2538c|None
4b65c0beee1d4b1fabd44b27c01ff55d|articleA
27efe7a32916490aa3dd73a2df36ce6f|None
5f8cb15649c145e3b061e965addc5367|None
e9b168f3911d476895df80d682365402|None
395d8052ab964d7bbcb2a5bba877cd6f|articleC
341d61a18d014d6ea8bfea59631968ee|None
fd1167e8d1e54849824029ced0007e0c|None
dbda5cdf1cb647d1b16af837a67b8df9|None
f2446cea8c4a4a4585d3b875f3dcb44f|None
97fed5e890a949dc8066d2e40566bf87|None
193600bf71ea480cbfef54054c36c049|None
ad50b771f2684eebaba69f0485aba83a|None
a92a32b5a19246a780cf02e226b24230|articleB
88eae447439c4a3b82cd81c75c01baaa|articleA
20a7a21e0c714bfa954caa9f5edb6299|articleB
e86385b81d2c4a00a6370a4501e31ccd|articleA
f94284796b634b59a7aa08a6326e3fe7|articleC
edef767325ee4a7183a43fe2b0baca0c|articleB
4cd03999dbec4eaaaa054a254b53ea12|articleA
ce7517e8c68b4e958220186553333a3a|articleC
c57ce0e4d2be40cd891baca0e6ca28a2|articleC
82b7971fced74992bc8a6b7c29b99097|None
cb584969eecb438baeb2e873ac59549b|None
55bff9dedc1c48f49cf84cbc505e2f5c|articleA
1643b4619dca43f590ae6e35462db15a|None
5e003629ed9c4b2991129159a47e24ed|None
c93e9236edeb4147bc8f2dd04109aa47|articleA
2a848ca0d3504c1385ec1d81c889a235|None
4ef21820c013488f928cfd9c790f94b5|articleA
6cda98a3e1e64f8494ab27608082a8dc|None
f6d1673717a749b59ac5099440928f20|articleA
bb194578e018471d9acc01a5f516ba84|articleB
fb59ad552ef44b55a909945720665f22|articleA
c4ed1569e83c47659767ca474daa220f|articleC
d63877fec4964e3dbde55fbc82fae967|articleA
8ffed79038384dbaa5b42819adf054eb|articleA
0fa2dca188f54bfaa45d6573166b2d08|None
3efdc1c6f4c44f5c9d802ff9b2df3cb1|None
e172d84a57be41eab2457d9ed25aeb13|articleA
0b56f96364de45d0b8fff200a78289c0|None
64f18efcd30e41cf8fc955ef9d82debd|articleB
4aede0bb928541738d96d35db0c4f0e9|articleA
396c000df3144735a50a8ea27e2c96f0|articleC
7f3c307c06b84e489f70c03811cd4ecd|articleA
f4cdb3ba524d4c9abf1b78a29e245a14|articleC
b4cd6a38c9394ed7b5ad8b8ce934151f|articleA
1664b6f6547e4e838cccf0253334c121|articleB
7d3735c9c54f45c4a0021b87f940b141|articleA
84ee1a61dbee4b539ece2be56633e0c4|None
51a31ecd9c7d4fffbd097d12a7271ad0|articleB
24deb3062fea40e59559741949941ec2|None
a36b39858d9243f186c9bc6ecb5f9bd5|articleA
f30dca99fb524c299e02b175366050b9|articleC
5fcf356ee72c4da6a78bed8e9e149483|None
e5a12cb7ee1d4b12b97fb6f2e2d911ae|articleC
643c71f262b2433cafd7a028bf5514d2|articleA
8c49e135d78d48e5a39096be0e0ffa97|articleA
741d3dcb3f0e486583a0430ab4e2b5f4|articleB
4e8a6f72466f4d069406dae2ea2a7d05|articleB
6ceeb29248b84212833ab3fa517279dd|articleB
eae481f0a11945afb59fbb9c5cb08e45|articleA
1597b3b9c1f54443994b3e876dbe31cb|None
91291ee2867e4d59865be130978ed80f|articleB
4d86185c44334e958678c4f8d65705fb|articleB
46ccf3b49c7346618857b0cb8bce1e5b|None
4dc8a3fd044f405f86b55b0f5f43642e|articleB
18a83cb133cd4f5f9f884e1239226156|articleA
f861ff8050d84b59b6ef873442430aa0|articleC
2875395295f2498283b7fea8d1c43de5|None
18cb90593fde40d7b567153e2377d752|articleA
170fb25b3e2242b6951085b03d219348|articleC
d816cac0cf364a6294ca2db35de81eca|articleC
3ad5b156560540f6ab270e3193ae1236|None
2305de26c8ed42f680674daa042f78df|None
313a21c7c4dc413d8a59227b0eac9ff4|None
70e09bab1cd44eefae537d95feac96a8|None
a56b2044202e4fb8a0db28bffc60e29b|articleA
fc60ddd655e54620abe76fc577e76b65|None
8c427652c24846c2ae63b33c21d221d8|articleB
ba3cf40572ad461abfd33f7209a949c5|articleC
373ca19a2fc8472d9264f94503d2e86a|None
04e7010da101444b83b5310363eb4789|articleA
c50e661b05cc4169a8f63ee8f9dc7b15|articleA
c25594452d9542de9b635ac79326783c|articleA
d2e60d042ca1430d8158f9c48f371d6e|None
cdae824afa2c4bdba1f93f980d8f9d3f|None
d9af3fd6758b4338a9d76234e0dc335b|articleA
56e075cf7302401e98a44fc55431f6b1|articleB
95c8360437c7405e99aa8590bb0d7d34|articleA
78f333ae1f45488ea85bc9f76b59a98e|articleB
70db287abf334bee829db1c622e28199|None
17bf0c44cd414abe9805b1e3c6b5c7ba|articleA
513feaa3fc4244a6ad57ae171e60a8a0|articleC
58d0282a8b954716b1383402f2593c7e|articleA
eaf187ce3b834d959978c5c149ced28b|articleB
e39edc235e0c4934b47dbeb8b2d9c194|None
5abc0003b9a6497597cb0adaf6ec0340|articleC
da21b2c266834955904ab15c1844ac40|None
338979070a7046f994f119bbfba63705|articleB
48b43111167742cb8c9034c954307649|articleB
9ce74a738ef841afa45b117a3405e4c9|None
1f3147b0500f4c88ac470744e6fe659b|None
46214495659c43f3824b447f8524d3cd|articleB
061ae9bf46ab410db0290c89ba565a7f|None
ecb09bab22864fefa7a6f58e48d65271|articleC
995e80aa88c547469c9b5e5448d4922c|None
e08649a5875c47e6a4d3ecc228e89865|None
56fa786cf7e74833bfc71f1441c6fbef|None
9298bd549c09492ab58f03107ed7a3d9|articleB
c3c64d84c20044d286f609be48ad69a6|articleB
a98a7176578946b69d803514c1edcd60|None
e96b81bf4e97494e9fdf5c615a2cbefd|None
